seed,accuracy,f1,precision,recall,confusion
1,88.59315589353612,0.8845815379350345,0.907319391634981,0.8859315589353612,"[[130, 0], [30, 103]]"
314,96.57794676806084,0.9657259245079827,0.967948374658598,0.9657794676806084,"[[121, 9], [0, 133]]"
999,96.57794676806084,0.9657259245079827,0.967948374658598,0.9657794676806084,"[[121, 9], [0, 133]]"
