seed,accuracy,f1,precision,recall
1,0.8859315589353612,0.8845815379350345,0.907319391634981,0.8859315589353612
314,0.9657794676806084,0.9657259245079827,0.967948374658598,0.9657794676806084
999,0.9657794676806084,0.9657259245079827,0.967948374658598,0.9657794676806084
